0	0	0	0	0	0	0	0
0	0	0	0	2	0	0	0
0	0	0	0	5	0	0	0
0	0	0	0	2	0	0	0
0	0	0	0	3	0	0	0
0	0	0	0	3	0	0	0
0	0	0	3	3	0	0	0
0	0	0	3	3	0	0	0
0	0	0	3	F	0	0	0
0	0	0	3	F	0	0	0
0	0	0	3	0	0	0	0
0	0	0	3	0	0	0	0
0	0	0	3	0	0	0	0
0	8	3	3	0	0	0	0
1	7	3	3	0	0	0	0
0	B	F	3	1	0	0	0
0	3	F	3	1	8	0	0
0	0	3	3	F	C	0	0
0	0	3	3	F	C	0	0
0	0	0	3	1	8	0	0
0	0	0	3	1	6	0	0
0	0	0	3	0	6	0	0
0	0	0	3	0	6	0	0
0	0	0	0	0	6	0	0
0	0	0	0	0	6	0	0
0	0	0	0	0	6	0	0
0	0	0	0	0	2	0	0
0	0	0	0	0	5	0	0
0	0	0	0	0	2	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
